Rating,Date
0,17/06/2011
0,01/10/2013
0,01/07/2015
0,17/07/2009
0,20/08/2013
0,08/05/2014
3.7,15/09/2011
0,16/04/2016
10,10/03/2012
6.7,12/09/2008
6.6,02/04/2009
4,25/08/2018
5,15/10/2010
5.1,21/01/2007
6.2,01/09/2006
5.1,21/09/2007
6.7,11/08/2006
6.9,05/09/2008
5.7,23/04/2011
8.4,16/07/2008
6.4,08/09/2011
