Rating,Date
7.5,30/03/1999
0,24/10/2000
0,20/12/2005
6.3,01/05/1997
4,25/09/1997
5,05/09/2003
8.4,16/07/2008
6.6,29/07/1999
6.4,25/12/2005
6.1,22/03/2003
7.1,03/06/2005
6.5,08/09/2002
6.7,11/11/2001
7.5,23/04/2017
6.4,01/10/2009
5.7,26/08/2005
6.7,01/10/2007
6.8,11/05/2001
7.1,28/06/2000
7.8,10/09/2005
7.2,25/05/2006
