Rating,Date
0,31/12/2018
4.5,23/01/2003
0,21/09/2000
6.5,04/03/2000
6,12/02/2001
6.2,10/05/2018
7.4,10/01/2002
6.6,01/06/2012
6.3,03/09/2005
4.9,26/12/2013
5.6,01/01/2008
6.4,19/08/2016
6.5,09/12/2006
7.7,16/07/2012
8.4,16/07/2008
7,25/08/2017
