Rating,Date
4.2,25/12/1994
5.2,01/01/1997
6.2,18/09/1981
6.6,14/02/2013
6.1,25/08/1989
7.4,17/09/1993
6,03/05/1985
5.6,02/08/1996
6.6,20/07/1994
6.8,07/10/1986
6,08/04/1988
6,29/07/1988
7.4,06/08/1993
7.8,15/02/1985
8.4,16/07/2008
5.3,07/11/1984
6.5,04/12/1983
0,15/12/1990
0,01/01/1985
0,01/01/2006
0,01/01/1992
0,15/09/1992
0,01/09/1976
5,30/09/1985
6,01/10/2002
