target,budget,actorAv0,actorAv1,actorAv2,actorAv3,actorAv4,actorAv5,actorAv6,actorAv7,actorAv8,actorAv9,actorPo0,actorPo1,actorPo2,actorPo3,actorPo4,actorPo5,actorPo6,actorPo7,actorPo8,actorPo9,crewAv0,crewAv1,crewAv2,crewAv3,crewAv4,crewAv5,crewAv6,crewPo0,crewPo1,crewPo2,crewPo3,crewPo4,crewPo5,crewPo6
73,92000000,6.279166666666666,5.297499999999999,6.12258064516129,6.4437500000000005,6.4399999999999995,7.106249999999998,4.7375,5.654000000000001,4.106249999999999,6.993749999999999,4.744,8.015,9.779,4.362,5.082,8.308,2.823,3.198,22.539,1.788,6.648387096774194,6.118072289156626,7.299999999999998,6.648387096774194,6.648387096774194,6.648387096774194,6.648387096774194,8.16,2.164,3.267,8.16,8.16,8.16,8.16
76,15000000,6.852941176470587,6.644186046511628,7.494736842105262,6.151162790697675,6.2303030303030305,5.935877862595419,5.082758620689657,6.403225806451612,5.698148148148148,6.179411764705882,4.246,6.33,3.864,6.828,2.528,5.428,1.788,1.4,2.851,1.325,5.561333333333334,6.45185185185185,5.561333333333334,4.122727272727273,7.599999999999999,7.599999999999999,5.561333333333334,2.034,1.4,2.034,0.6,0.98,1.411,2.034
76,13000000,6.5360000000000005,5.952777777777778,5.267692307692307,5.448314606741573,6.098333333333331,7.281249999999999,6.723529411764705,6.474999999999999,6.066666666666666,6.508695652173913,11.32,7.357,6.839,5.046,6.98,0.714,2.887,1.694,3.911,6.478,6.995999999999999,6.492105263157894,7.559999999999999,4.5600000000000005,6.299999999999999,4.5600000000000005,6.995999999999999,3.259,0.98,0.766,2.112,1.269,2.112,3.259
66,45000000,6.073333333333332,5.5166666666666675,5.401515151515154,6.385714285714284,5.622857142857144,4.868181818181818,6.599999999999999,4.90204081632653,5.711111111111111,5.776666666666666,5.26,4.063,1.151,1.276,2.82,3.814,1.735,5.572,1.396,3.323,6.199999999999999,6.098245614035088,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,1.751,1.686,1.751,1.751,1.751,1.751,1.751
79,28000000,6.376190476190475,6.442424242424244,7.381250000000001,6.8047619047619055,6.194444444444445,4.988235294117647,6.581818181818184,6.614285714285715,5.521739130434781,5.03076923076923,15.397,4.334,6.331,3.066,2.194,7.534,1.417,1.866,1.064,5.004,7.794117647058825,6.971428571428573,7.900000000000001,7.311111111111113,7.794117647058825,7.794117647058825,7.794117647058825,8.16,0.6,2.218,2.228,8.16,8.16,8.16
74,150000000,6.904444444444445,5.952252252252252,5.510000000000001,6.2283333333333335,5.803225806451614,5.814285714285715,6.6,6.358333333333334,4.802564102564103,6.234375000000001,6.12,16.657,17.426,6.239,4.012,7.853,6.864,1.048,3.327,6.732,7.044827586206898,6.462745098039217,6.748571428571428,7.089473684210527,6.9333333333333345,7.089473684210527,7.044827586206898,2.544,1.88,1.38,1.584,2.364,1.584,2.544
58,65000000,5.75892857142857,5.443617021276596,5.377272727272726,5.499999999999998,5.7387096774193544,5.05593220338983,7.479999999999999,5.177777777777778,4.5636363636363635,3.8874999999999993,5.26,1.151,3.346,4.372,15.424,3.307,0.6,2.134,2.013,3.233,5.81851851851852,6.095,5.359999999999999,5.81851851851852,5.81851851851852,5.81851851851852,5.81851851851852,2.121,2.878,0.636,2.121,2.121,2.121,2.121
46,0,5.3206185567010325,5.168749999999999,5.233333333333334,5.306896551724138,5.91904761904762,4.900000000000001,5.460000000000001,5.517647058823531,3.7210526315789476,5.540000000000002,7.137,2.703,2.268,1.166,0.758,0.6,1.4,0.648,0.98,0.6,3.683333333333334,3.683333333333334,3.683333333333334,3.683333333333334,3.683333333333334,3.683333333333334,3.683333333333334,0.828,0.828,0.828,0.828,0.828,0.828,0.828
75,100000000,6.686111111111112,6.5344827586206895,6.310000000000001,7.5,5.639130434782611,7.5,7.5,7.5,6.686363636363637,4.608695652173913,17.659,5.552,12.471,1.052,4.599,0.98,0.84,0.6,3.161,0.6,6.72,6.432558139534884,7.247058823529412,7.247058823529412,7.5,6.72,6.72,2.676,0.98,1.4,1.4,0.6,2.676,2.676
71,42000000,6.6499999999999995,6.27391304347826,6.178260869565216,6.212,5.909374999999999,6.637499999999998,5.576315789473685,5.98148148148148,6.579999999999998,7.019999999999999,20.61,8.31,3.467,3.838,10.243,1.805,6.575,3.148,1.4,0.698,6.579999999999998,6.169767441860464,5.823999999999999,6.777272727272727,5.823999999999999,6.579999999999998,6.579999999999998,0.706,1.991,2.856,3.648,2.856,0.706,0.706
68,32000000,6.415384615384614,6.030769230769229,6.491666666666666,5.579999999999997,6.069473684210527,4.842783505154636,6.047222222222221,5.930232558139535,5.873684210526314,5.914999999999999,11.026,5.833,18.564,3.065,3.947,4.521,3.529,2.21,1.778,3.615,5.9923076923076914,6.37605633802817,5.9923076923076914,5.9923076923076914,5.9923076923076914,5.9923076923076914,5.9923076923076914,2.251,0.738,2.251,2.251,2.251,2.251,2.251
64,10000000,5.929787234042551,3.864705882352941,6.28421052631579,5.990384615384617,4.495000000000001,6.25,3.971428571428571,6.229411764705883,6.4,6.4,4.374,3.099,2.162,2.564,2.169,1.47,0.6,0.658,0.6,0.6,6.022222222222222,6.022222222222222,6.022222222222222,6.022222222222222,6.022222222222222,6.022222222222222,6.022222222222222,0.652,0.652,0.652,0.652,0.652,0.652,0.652
70,185000000,6.739534883720933,5.835294117647062,6.261818181818182,5.444736842105262,5.619565217391305,6.002272727272728,5.440476190476191,7.0,6.475,6.7444444444444445,4.869,5.027,3.664,4.34,5.804,4.085,2.666,0.608,0.6,0.98,6.65,6.8,6.52,7.304347826086956,6.65,6.8,7.0,2.527,1.616,0.98,2.103,2.527,1.616,0.6
79,72000000,6.6947368421052635,6.140000000000001,6.537931034482758,4.841666666666668,5.964705882352941,5.038095238095238,7.900000000000001,4.732258064516129,4.423809523809524,6.581250000000002,4.482,6.186,4.658,2.563,2.174,6.931,1.4,1.624,1.585,0.6,7.275000000000001,6.361333333333332,7.900000000000001,7.275000000000001,7.275000000000001,7.275000000000001,7.275000000000001,4.482,1.614,1.4,4.482,4.482,4.482,4.482
78,0,6.0636363636363635,7.258823529411763,7.799999999999998,6.929411764705882,4.679999999999999,7.0,7.3599999999999985,6.3888888888888875,7.799999999999998,4.678125,4.004,2.946,1.538,1.176,1.018,0.6,0.6,3.998,1.399,2.145,7.111764705882351,7.3599999999999985,7.111764705882351,7.111764705882351,7.111764705882351,7.111764705882351,7.111764705882351,3.998,0.6,3.998,3.998,3.998,3.998,3.998
67,25000000,6.065625000000002,5.916279069767443,5.230434782608697,5.6135135135135155,5.837037037037038,4.0200000000000005,5.850000000000001,5.6695652173913045,6.353333333333334,5.788235294117648,4.486,9.754,7.958,2.191,4.289,2.221,1.456,5.07,9.36,1.529,4.0200000000000005,6.542857142857144,7.138461538461538,6.700000000000002,5.362068965517241,4.0200000000000005,4.0200000000000005,0.84,0.6,3.07,1.386,1.304,0.84,0.84
78,14000000,6.448148148148146,6.222580645161292,6.627272727272728,7.163157894736842,5.486170212765956,6.103703703703705,6.530434782608697,6.681249999999999,6.266666666666666,5.0392857142857155,5.894,10.651,5.522,13.767,2.703,8.302,4.403,6.832,1.601,1.394,6.656000000000001,7.06,7.799999999999998,6.430434782608694,6.656000000000001,6.656000000000001,6.656000000000001,3.375,1.96,0.98,0.702,3.375,3.375,3.375
67,80000000,5.570212765957447,6.101428571428571,6.246428571428572,5.910000000000001,6.030000000000002,6.750000000000002,4.276470588235295,6.1416666666666675,6.937500000000002,4.170588235294119,12.569,8.133,7.781,3.08,3.107,46.267,10.426,2.081,1.186,0.6,6.390476190476191,5.683636363636365,6.186206896551725,6.112500000000002,6.700000000000002,6.112500000000002,6.700000000000002,2.42,1.469,2.856,0.98,1.153,0.98,1.153
66,135000000,6.454054054054053,7.315789473684209,6.02,6.317647058823528,5.914754098360657,6.012499999999999,6.0086956521739125,6.139583333333335,5.205555555555555,4.940816326530611,8.088,1.146,4.734,1.417,2.359,0.982,1.216,4.297,2.697,1.076,7.038888888888888,6.316666666666666,6.1,6.1,7.038888888888888,7.038888888888888,7.038888888888888,1.166,0.694,4.216,4.216,1.166,1.166,1.166
62,10000000,4.843333333333333,6.045833333333334,5.466666666666667,5.662162162162164,6.158536585365853,5.733333333333334,5.848000000000001,5.128571428571429,6.040476190476191,6.604761904761904,10.02,8.231,3.028,4.663,4.389,3.014,2.866,0.647,4.751,2.69,5.9371428571428595,6.217647058823529,6.556250000000002,5.9371428571428595,5.9371428571428595,5.9371428571428595,5.9371428571428595,1.352,0.84,1.4,1.352,1.352,1.352,1.352
83,4000000,6.748000000000001,6.588235294117645,6.6952380952380945,4.852380952380953,6.287878787878788,6.595238095238095,8.299999999999999,8.299999999999999,7.419999999999998,8.299999999999999,7.051,4.31,6.652,3.184,1.4,2.904,1.407,1.936,0.865,0.6,4.7439024390243905,6.102,4.7439024390243905,4.7439024390243905,4.7439024390243905,4.7439024390243905,4.7439024390243905,1.787,2.165,1.787,1.787,1.787,1.787,1.787
54,0,5.773770491803278,6.197826086956524,5.308536585365853,4.744871794871793,5.8419354838709685,6.1,5.260000000000001,5.4,4.874999999999998,5.6,27.131,6.34,2.57,2.871,1.3,2.038,3.311,0.615,2.485,1.62,4.883333333333334,5.4,4.883333333333334,4.883333333333334,4.883333333333334,4.883333333333334,4.883333333333334,3.189,0.6,3.189,3.189,3.189,3.189,3.189
74,250000000,6.774468085106382,5.985185185185184,6.661904761904761,6.463636363636366,6.342372881355934,6.446376811594201,5.1938775510204085,6.576190476190478,6.582456140350878,6.596551724137932,12.022,15.208,30.729,6.925,3.755,5.062,10.559,6.693,3.642,3.128,6.050000000000001,5.731578947368422,6.647499999999999,7.195652173913044,7.195652173913044,6.050000000000001,6.050000000000001,3.708,7.5,3.572,4.694,4.179,3.708,3.708
69,140000000,6.4870967741935495,6.572,6.625000000000003,6.012048192771085,5.154054054054054,6.648275862068967,6.709523809523811,5.844578313253011,6.150359712230216,6.280769230769232,16.831,4.395,6.478,9.525,4.707,4.496,2.395,6.191,13.282,3.26,6.511111111111112,6.220202020202024,6.689473684210528,6.689473684210528,6.511111111111112,6.511111111111112,6.511111111111112,2.169,1.837,5.408,4.054,2.169,2.169,2.169
77,170000000,6.6825,6.142138364779875,6.79074074074074,5.994047619047619,6.653571428571431,6.4632653061224525,7.15,5.965789473684213,6.992000000000001,6.6560000000000015,16.831,13.282,32.419,8.346,6.478,2.726,8.61,4.463,1.399,3.287,6.800000000000002,6.95,7.045454545454546,7.045454545454546,6.800000000000002,6.800000000000002,6.800000000000002,1.473,3.072,5.408,4.054,1.473,1.473,1.473
76,55000000,6.3306818181818185,7.599999999999999,6.092424242424244,5.851612903225806,5.1209302325581385,6.007692307692308,6.221951219512195,6.6625000000000005,6.3625,5.949999999999999,18.685,1.814,4.583,2.719,1.515,3.236,1.153,2.39,1.795,2.157,6.684615384615384,6.721212121212121,7.038461538461538,6.684615384615384,6.684615384615384,6.684615384615384,6.684615384615384,3.59,3.072,2.601,3.59,3.59,3.59,3.59
60,38000000,5.576119402985075,6.165957446808511,5.844186046511627,5.63939393939394,5.866666666666667,5.672916666666667,4.152,5.810204081632653,6.085000000000001,5.5375000000000005,5.653,2.993,2.677,2.039,3.074,2.065,1.4,2.356,1.596,2.862,6.245,6.245,6.245,6.245,6.245,6.245,6.245,1.596,1.596,1.596,1.596,1.596,1.596,1.596
68,120000000,5.997777777777778,6.1,6.374285714285715,5.079999999999998,6.314000000000001,5.451515151515152,6.199999999999998,6.578431372549019,4.847560975609755,5.792682926829266,7.238,11.274,5.076,1.542,3.961,4.001,1.005,2.857,1.4,1.624,6.95,6.772727272727272,6.95,7.196153846153847,6.799999999999998,7.424999999999998,7.199999999999998,3.627,2.16,3.627,1.741,1.553,1.244,1.081
59,200000000,6.110169491525425,5.436585365853659,5.97753623188406,6.21,5.785567010309277,5.21639344262295,4.541666666666667,5.191428571428571,6.127272727272728,5.602325581395349,5.771,2.159,12.2,5.434,4.382,3.262,7.243,2.554,2.156,5.101,6.685714285714287,6.531428571428571,5.06,6.685714285714287,6.685714285714287,6.685714285714287,6.685714285714287,4.288,1.59,2.306,4.288,4.288,4.288,4.288
67,175000000,6.146753246753247,5.736842105263158,6.174647887323944,6.782222222222222,5.669230769230769,6.165624999999999,6.769565217391302,6.070588235294119,5.488461538461538,5.770666666666666,5.771,1.862,5.519,7.243,2.159,4.31,7.106,4.702,1.275,4.388,6.406250000000002,6.8684210526315805,6.761904761904764,6.863157894736842,6.806250000000001,6.406250000000002,6.406250000000002,0.828,2.248,1.132,1.594,1.124,0.828,0.828
81,878000,5.821739130434784,6.035483870967741,6.655999999999999,6.33265306122449,4.356701030927836,7.5294117647058805,5.760714285714287,3.4738461538461536,7.511764705882351,6.3736842105263145,2.652,1.996,2.145,2.875,1.26,1.021,2.222,1.659,0.6,0.98,5.199,5.870322580645161,6.559999999999999,6.715151515151514,7.441176470588235,5.199,5.199,1.844,0.605,1.932,0.6,0.6,1.844,1.844
80,52000000,6.445454545454545,5.9227272727272755,6.571428571428573,5.673846153846155,6.336363636363636,5.203030303030303,7.022580645161291,8.0,6.095384615384617,4.54,8.464,3.846,6.179,3.684,2.175,0.84,2.138,0.989,2.995,1.38,6.41111111111111,6.41111111111111,5.025,6.41111111111111,6.41111111111111,6.41111111111111,6.41111111111111,6.042,6.042,1.4,6.042,6.042,6.042,6.042
76,90000000,6.603846153846154,5.522222222222221,5.7,4.866666666666666,6.839999999999999,6.787499999999999,6.145,7.599999999999999,4.5875,7.3599999999999985,18.685,3.514,2.095,1.4,1.918,1.421,0.6,0.728,1.762,0.705,6.488888888888889,6.262025316455698,7.024999999999999,6.488888888888889,6.488888888888889,6.488888888888889,6.488888888888889,2.946,1.837,1.863,2.946,2.946,2.946,2.946
80,0,4.7700000000000005,5.879166666666666,4.879545454545455,3.689473684210526,4.081632653061225,5.33541666666667,7.5,6.104545454545454,8.0,5.454166666666666,1.442,4.909,3.077,0.6,0.621,2.211,0.739,0.6,0.6,0.652,6.259375,5.29047619047619,6.259375,6.259375,6.259375,6.259375,6.259375,6.799,1.194,6.799,6.799,6.799,6.799,6.799
79,52000000,6.690909090909092,6.864285714285715,5.994505494505495,4.558552631578948,5.5349206349206375,6.461904761904763,4.927272727272728,5.163157894736842,6.072727272727274,5.539473684210527,17.659,18.685,4.069,3.355,2.644,6.783,2.323,3.102,1.573,1.834,6.34903846153846,6.455555555555555,7.005882352941178,6.34903846153846,6.34903846153846,6.34903846153846,6.34903846153846,8.796,2.262,2.177,8.796,8.796,8.796,8.796
44,95000000,2.6105263157894734,5.549999999999999,5.608411214953269,2.81578947368421,5.675714285714288,5.937209302325583,5.459259259259259,5.3675675675675665,5.924324324324324,5.425000000000001,2.136,3.256,6.913,1.385,7.897,2.044,7.238,4.409,4.477,1.081,6.03,5.88148148148148,5.643478260869566,6.03,6.03,6.03,6.03,3.632,1.299,1.96,3.632,3.632,3.632,3.632
64,50000000,6.171428571428572,5.082539682539682,5.914634146341463,5.244,5.300000000000001,5.544827586206897,6.7200000000000015,6.426666666666667,4.326530612244897,5.638028169014086,14.223,5.653,4.103,11.931,3.559,2.199,1.166,5.506,7.243,6.657,6.366666666666668,6.083333333333334,6.347826086956523,6.366666666666668,6.4,6.4,6.4,1.706,0.738,1.132,1.706,2.017,1.308,2.017
67,49000000,6.773913043478262,6.419047619047619,6.173684210526317,6.670588235294119,6.32,6.092307692307689,5.97391304347826,5.9772727272727275,6.980000000000002,6.227777777777779,4.51,3.119,1.96,3.335,2.445,10.745,6.222,2.8,0.84,2.626,6.6173913043478265,6.426760563380284,6.6173913043478265,6.6173913043478265,6.6173913043478265,6.6173913043478265,6.6173913043478265,2.644,2.164,2.644,2.644,2.644,2.644,2.644
58,92000000,6.13448275862069,5.466666666666665,5.596551724137931,5.781818181818182,5.907894736842105,4.333333333333332,5.652459016393444,5.9825,5.385714285714284,5.522580645161291,7.263,5.848,5.839,6.8,5.738,3.349,4.855,4.559,4.64,3.616,5.799999999999998,6.176470588235293,5.804761904761903,5.56,5.799999999999998,5.799999999999998,5.799999999999998,1.622,1.4,1.851,1.646,1.622,1.622,1.622
58,150000000,4.364999999999999,6.039583333333333,5.786046511627907,5.502941176470587,6.009090909090909,5.839999999999999,5.384615384615385,5.799999999999998,5.799999999999998,5.799999999999998,1.927,5.442,5.42,1.693,1.798,1.396,1.702,0.98,0.98,0.6,6.561111111111109,5.742647058823532,6.3599999999999985,6.3599999999999985,5.04,5.943749999999999,6.561111111111109,2.22,1.469,1.116,1.859,1.214,1.38,2.22
62,50000000,5.6039215686274515,5.925,6.211428571428573,6.041176470588234,6.079545454545456,5.8584905660377355,5.397727272727273,4.688571428571428,5.238157894736841,6.09074074074074,22.539,12.202,8.144,2.41,4.864,3.384,5.66,1.706,6.839,2.923,5.730000000000002,6.1400000000000015,6.230000000000001,5.730000000000002,5.730000000000002,5.730000000000002,5.730000000000002,2.086,0.6,1.4,2.086,2.086,2.086,2.086
76,76000000,6.199999999999999,7.559999999999999,6.111200000000004,6.172881355932203,6.58,7.074999999999998,4.682142857142857,6.068749999999999,5.593181818181818,6.411999999999997,3.668,1.905,12.2,8.161,7.246,5.421,3.12,6.281,2.944,1.009,7.296153846153846,6.556249999999999,7.296153846153846,7.188235294117646,7.074999999999998,6.562499999999998,6.562499999999998,2.922,0.6,2.922,1.549,1.608,2.135,1.573
79,6000000,6.7256410256410275,5.517241379310343,6.084615384615384,6.570588235294117,7.088461538461541,4.995454545454546,6.82608695652174,6.390909090909091,5.591176470588237,5.455882352941177,7.081,2.997,2.225,1.626,1.057,4.483,2.815,1.4,1.4,3.221,6.056756756756758,6.302469135802467,7.315789473684212,6.056756756756758,6.056756756756758,6.056756756756758,6.056756756756758,4.483,2.023,1.799,4.483,4.483,4.483,4.483
70,2900000,4.2,5.52,5.738095238095238,4.326229508196722,7.16,6.3931034482758635,6.347368421052631,6.164,4.296363636363637,7.0,1.807,1.456,2.173,1.599,0.84,2.441,1.616,1.052,0.6,1.4,6.253225806451613,5.985416666666667,5.90462962962963,5.666666666666667,6.0588235294117645,6.55,6.509523809523809,2.867,3.247,1.274,1.102,0.6,2.588,1.335
59,5000000,6.1909090909090905,5.700000000000001,5.551851851851851,6.450000000000002,5.732558139534883,5.9,5.7892857142857155,4.952941176470589,5.452173913043478,5.824210526315786,1.858,5.696,3.199,1.45,2.692,2.227,4.733,3.189,1.68,6.743,5.9,5.736111111111111,6.0600000000000005,5.442857142857143,6.0600000000000005,5.9,5.9,0.771,0.6,2.503,1.196,1.683,0.771,0.771
81,839727,6.242105263157893,7.099999999999998,5.883333333333332,7.111764705882351,7.105882352941175,8.099999999999998,7.059999999999999,8.099999999999998,4.906249999999999,8.099999999999998,2.523,2.254,0.6,1.949,0.98,2.554,1.541,0.6,0.6,1.092,4.935294117647058,8.099999999999998,4.935294117647058,4.298,4.935294117647058,4.935294117647058,4.935294117647058,2.523,0.94,2.523,1.4,2.523,2.523,2.523
84,3300000,8.400000000000002,7.440000000000001,7.440000000000001,7.440000000000001,7.440000000000001,6.1560000000000015,8.400000000000002,8.400000000000002,8.400000000000002,8.400000000000002,0.697,1.108,0.84,0.601,1.505,1.862,1.4,0.6,7.667,0.652,6.98421052631579,8.040000000000001,7.583333333333335,7.306250000000001,7.440000000000001,6.98421052631579,6.98421052631579,1.021,0.6,0.968,1.4,0.6,1.021,1.021
74,20000000,6.125,5.394444444444445,6.320588235294117,7.2058823529411775,6.672727272727275,7.080000000000001,6.426923076923079,6.214285714285714,7.400000000000001,7.400000000000001,5.685,3.53,2.921,2.951,3.137,1.38,0.652,2.066,0.619,2.09,6.82,6.376785714285714,6.82,6.82,6.82,6.82,6.82,8.796,2.262,8.796,8.796,8.796,8.796,8.796
72,12000000,5.53809523809524,6.663157894736844,6.7200000000000015,6.975000000000001,7.088235294117648,7.200000000000002,6.505882352941178,6.215789473684212,6.1117647058823525,5.877358490566037,4.189,2.423,5.235,7.469,1.968,1.178,3.109,4.298,1.61,5.945,6.335000000000002,6.083333333333335,6.335000000000002,6.335000000000002,6.335000000000002,6.335000000000002,6.335000000000002,2.581,1.566,2.581,2.581,2.581,2.581,2.581
82,175000000,7.700000000000002,6.149999999999998,6.062711864406778,4.8982758620689655,6.838888888888891,5.116666666666667,6.018987341772151,8.200000000000001,5.235555555555556,6.745454545454546,1.4,2.846,5.481,2.611,0.67,0.996,2.19,0.6,1.708,0.6,7.075862068965519,6.3193548387096765,7.320000000000002,7.718750000000002,7.075862068965519,7.320000000000002,7.676470588235296,2.967,1.301,0.73,1.22,2.967,0.73,0.972
62,0,6.241935483870969,6.860714285714287,5.663157894736842,4.258974358974359,5.954285714285714,4.736585365853658,6.200000000000002,6.050000000000002,6.200000000000002,4.75820895522388,6.161,4.057,4.333,2.311,3.672,2.391,8.74,1.872,0.6,1.917,5.923529411764708,6.718750000000002,6.293750000000002,5.923529411764708,5.923529411764708,5.923529411764708,5.923529411764708,0.98,0.6,0.609,0.98,0.98,0.98,0.98
72,65000000,6.627083333333332,6.018750000000001,5.883783783783785,6.042105263157896,5.629729729729729,6.230985915492957,5.929729729729731,6.862068965517245,6.276315789473685,6.947058823529413,17.539,7.265,3.407,10.245,3.755,2.826,1.397,4.191,4.9,0.6,6.400000000000002,6.347560975609757,6.400000000000002,6.400000000000002,6.400000000000002,6.400000000000002,6.400000000000002,3.289,0.98,3.289,3.289,3.289,3.289,3.289
62,6000000,5.783333333333334,5.771875000000001,6.0150000000000015,6.000000000000002,5.425000000000002,5.816666666666666,6.181250000000001,6.200000000000002,6.263333333333334,6.716666666666669,12.616,7.243,2.59,0.6,2.311,1.121,1.011,0.838,1.296,0.6,5.4689655172413785,6.7625,5.4689655172413785,5.760000000000001,5.4689655172413785,5.4689655172413785,5.4689655172413785,1.96,0.694,1.96,0.6,1.96,1.96,1.96
49,0,4.362500000000001,5.134782608695652,4.2,5.875000000000002,4.8545454545454545,2.9399999999999995,5.74375,5.325,5.7,4.9399999999999995,2.155,1.666,10.217,3.647,0.699,0.828,0.6,1.186,0.6,0.6,4.739999999999999,5.705555555555556,4.739999999999999,3.7399999999999998,4.739999999999999,4.739999999999999,4.739999999999999,1.108,1.3,1.108,0.828,1.108,1.108,1.108
67,39000000,6.947826086956522,6.620000000000002,5.673684210526315,6.646153846153846,6.700000000000002,6.443478260869566,6.176470588235295,4.405263157894738,6.700000000000002,5.880769230769231,7.834,1.676,6.394,2.357,4.604,3.432,1.838,1.936,1.4,1.749,6.902941176470588,6.2200000000000015,6.380000000000002,6.380000000000002,7.000000000000003,6.902941176470588,6.902941176470588,1.747,0.764,0.98,1.186,7.834,1.747,1.747
52,90000000,5.1625000000000005,5.0393442622950815,5.207142857142857,5.23653846153846,4.885365853658537,5.104000000000001,5.472222222222223,5.650000000000001,5.716666666666668,6.291304347826086,8.278,3.175,4.346,5.047,2.678,1.166,1.128,1.939,2.08,0.732,5.121052631578949,5.779545454545455,5.121052631578949,5.121052631578949,5.121052631578949,5.121052631578949,5.121052631578949,2.174,0.833,2.174,2.174,2.174,2.174,2.174
68,100000000,6.102666666666666,5.476923076923078,6.016666666666666,5.988461538461539,6.299999999999998,6.333333333333332,6.193749999999998,5.367307692307691,5.608928571428571,6.799999999999998,18.879,7.425,8.062,5.552,2.191,3.891,1.09,7.104,6.18,0.6,5.3999999999999995,6.437931034482757,5.727586206896552,6.543749999999998,6.011111111111111,6.543749999999998,5.3999999999999995,2.36,1.4,1.22,1.45,1.384,1.45,2.36
65,60000000,5.855357142857144,5.965789473684209,5.297959183673469,6.275510204081631,6.454761904761904,5.782352941176469,6.213793103448276,4.970588235294118,4.8875,6.282352941176471,8.107,12.09,8.332,9.256,8.214,3.061,7.54,5.633,4.593,1.009,5.703225806451611,6.634374999999998,4.515789473684211,5.703225806451611,5.703225806451611,5.703225806451611,5.703225806451611,3.772,0.6,1.605,3.772,3.772,3.772,3.772
76,60000000,6.644444444444445,6.3606060606060595,5.897297297297297,5.294871794871794,5.397196261682242,7.599999999999999,6.254545454545454,5.443939393939394,7.599999999999999,7.599999999999999,8.299,5.285,2.435,4.386,5.363,1.4,0.623,4.061,0.6,0.6,5.952173913043477,4.936842105263159,5.952173913043477,5.952173913043477,5.952173913043477,5.952173913043477,5.952173913043477,0.686,2.172,0.686,0.686,0.686,0.686,0.686
74,40000000,6.015517241379311,6.175862068965519,6.578125000000001,6.058823529411764,6.904347826086958,5.893750000000001,6.28,5.609375,5.643589743589746,5.535514018691589,16.81,9.959,8.184,2.576,1.124,1.755,2.241,2.736,5.321,4.084,6.35609756097561,6.766666666666668,6.5955223880597025,7.0428571428571445,6.713636363636365,7.400000000000001,6.35609756097561,5.053,0.6,0.716,1.4,2.07,0.6,5.053
64,0,6.4,5.5,6.103846153846154,5.2185185185185174,6.11875,5.541666666666667,7.0,5.533333333333334,5.604000000000001,6.065625,6.371,5.924,5.848,3.88,1.131,2.168,0.6,0.98,2.117,3.046,6.6400000000000015,6.6400000000000015,6.6400000000000015,6.6400000000000015,6.6400000000000015,6.6400000000000015,6.6400000000000015,0.618,0.618,0.618,0.618,0.618,0.618,0.618
61,45000000,4.694444444444445,6.299999999999999,5.7064516129032254,5.859999999999999,6.674999999999999,6.356249999999998,6.8599999999999985,3.6600000000000006,6.1428571428571415,3.6600000000000006,3.196,1.4,6.328,2.415,1.99,6.097,2.256,1.558,3.347,3.323,6.1,6.1,6.1,6.1,6.1,6.1,6.1,0.98,0.6,0.98,0.98,0.98,0.98,0.98
66,12000000,6.358620689655171,6.01219512195122,6.25,5.599999999999999,5.702857142857143,6.359999999999999,4.14736842105263,6.599999999999999,6.283333333333334,6.599999999999999,20.17,9.604,2.445,1.559,2.205,1.473,1.96,3.751,2.058,0.6,6.599999999999999,6.599999999999999,6.599999999999999,6.599999999999999,6.599999999999999,6.599999999999999,6.599999999999999,2.136,1.647,2.136,1.647,2.136,2.136,2.136
62,13500000,6.403225806451613,6.17608695652174,5.917391304347827,6.3764705882352954,4.68125,6.200000000000002,5.44,5.3684210526315805,6.200000000000002,6.200000000000002,10.99,3.828,4.926,1.101,0.6,0.6,0.6,1.547,0.6,0.6,4.696296296296297,6.100000000000001,6.080000000000002,5.277777777777779,5.277777777777779,4.696296296296297,4.696296296296297,1.772,1.38,0.6,1.4,0.6,1.772,1.772
72,0,6.112500000000001,6.721052631578949,6.415000000000001,6.15925925925926,5.7434782608695665,3.721311475409836,6.880000000000002,6.663157894736844,6.112500000000001,6.112500000000001,2.387,2.591,3.156,1.761,2.274,2.715,1.251,3.151,2.387,2.387,6.844444444444446,6.844444444444446,6.844444444444446,6.844444444444446,6.844444444444446,6.844444444444446,6.844444444444446,1.4,1.4,1.4,1.4,1.4,1.4,1.4
72,0,5.698039215686274,6.983333333333333,6.257142857142857,6.2468085106382985,7.131818181818182,7.305555555555557,7.541176470588236,7.028571428571429,7.200000000000002,4.050000000000001,2.387,2.591,3.156,3.151,1.476,1.536,0.84,1.62,1.016,0.6,7.418750000000002,7.418750000000002,7.418750000000002,7.418750000000002,7.418750000000002,7.418750000000002,7.418750000000002,1.176,1.176,1.176,1.176,1.176,1.176,1.176
74,37000000,6.373333333333333,5.872000000000002,5.0103448275862075,5.663157894736844,7.400000000000001,6.920000000000002,6.202564102564103,6.162162162162162,6.314814814814815,7.400000000000001,4.651,10.204,8.316,2.905,0.98,1.052,2.703,2.725,1.4,0.6,6.815789473684212,6.436363636363637,6.815789473684212,7.400000000000001,6.815789473684212,6.815789473684212,6.815789473684212,1.4,1.132,1.4,0.694,1.4,1.4,1.4
